Protein,WT,AT1G49950,AT5G67580,AT3G49850
AT2G43030,41,22,21,22
AT5G03300,42,33,27,52
AT3G09820,42,41,31,51
AT5G42020,42,49,50,50
AT2G36530,42,37,29,43
AT1G18540,42,41,33,36
AT1G04410,42,26,26,36
AT3G28500,42,30,31,33
AT5G19780,42,35,34,30
AT5G19770,42,35,34,30
AT1G20960,42,20,23,29
AT1G75780,43,37,35,38
AT3G45140,43,31,18,36
ATCG01310,43,37,33,33
ATCG00830,43,37,33,33
AT3G26650,43,22,23,30
AT3G05590,43,38,32,27
AT1G74060,44,48,37,48
AT2G40660,44,33,41,47
AT4G35090,44,31,33,46
AT1G80070,44,45,46,44
AT5G22440,44,27,30,31
AT3G56340,44,19,24,21
AT5G28540,45,50,52,49
AT1G71080,45,47,52,49
AT1G74050,45,48,38,48
AT2G05920,45,27,25,33
AT3G44320,46,57,55,118
AT5G11170,46,26,40,45
AT5G11200,46,24,38,42
AT5G26000,46,26,38,36
AT5G48760,46,35,35,30
AT1G27400,46,21,24,24
AT2G34480,47,42,43,40
AT1G67430,47,21,25,26
AT3G03540,48,33,38,54
AT2G36880,48,31,32,46
AT3G55280,48,18,13,15
AT2G39460,48,18,13,15
AT5G02490,50,60,52,65
AT3G12580,50,57,45,57
AT1G61850,51,47,60,56
AT3G07110,51,38,39,34
AT3G11130,52,52,49,59
AT3G08530,53,53,47,55
AT5G38430,55,30,14,36
AT5G20290,55,47,44,35
AT1G01300,55,29,37,26
AT1G20010,56,43,45,50
AT5G12250,56,45,47,47
AT3G24830,56,46,48,41
AT2G01250,56,42,41,39
AT3G09840,58,35,37,47
AT1G08360,58,41,40,38
AT2G27710,58,43,35,31
AT1G20620,60,41,43,59
AT5G07090,60,50,48,40
AT2G17360,60,50,48,40
AT5G58420,60,47,46,40
AT5G27850,61,45,44,33
AT2G27530,62,42,36,36
AT3G09200,62,39,36,35
AT2G29560,63,54,61,73
AT3G46970,63,49,39,71
AT5G44340,66,50,43,61
AT4G16143,67,44,50,65
AT4G20890,67,50,46,59
AT5G38420,67,41,29,45
AT3G09630,68,58,68,59
AT1G67090,71,38,32,47
AT3G09440,72,68,62,86
AT5G23860,72,58,58,68
AT5G25980,72,33,48,56
AT1G59359,72,48,51,43
AT1G58983,72,48,51,43
AT1G58684,72,48,51,43
AT1G58380,72,48,51,43
AT2G29550,74,62,66,70
AT4G10320,76,40,62,74
AT5G02870,76,57,65,53
AT2G41840,77,45,51,46
AT3G44690,78,67,83,60
AT3G20820,78,36,48,36
AT1G56070,79,72,71,76
AT2G47610,80,82,64,53
AT1G48120,83,55,69,88
AT1G64880,83,50,67,62
AT3G62870,84,85,66,57
AT1G09780,85,47,40,42
AT5G51750,86,49,56,63
AT5G62700,87,73,69,81
AT5G62690,87,73,69,81
AT2G17630,87,42,47,44
AT5G02500,90,99,83,109
AT4G36130,99,38,44,39
AT2G18020,105,46,49,42
AT5G26742,108,68,85,59
AT1G43170,109,80,75,78
AT5G24770,138,86,69,88
AT1G52570,144,80,92,107
AT1G19480,156,122,125,112
AT4G35630,192,73,91,85
ATCG00490,219,113,113,180
AT5G24780,277,149,114,161
AT3G08590,284,144,149,136
AT3G15730,286,158,145,204
AT3G44310,426,821,572,1002
AT4G25500,1370,1277,1334,1274
